Fiyat,İlan Tarihi,Net m²,Brüt m²,Oda Sayısı,Banyo Sayısı,Binadaki Kat Sayısı,Bulunduğu Kat,Bina Yaşı,Yapının Durumu,Isıtma Tipi,Kira Getirisi,Aidat,Kullanım Durumu,Krediye Uygun,Tapu Durumu,Görüntülü Ev Gezintisi,Mobilya Durumu,Tapu Durumu,Kimden,Parsel,Ada,Konut Şekli,Sehir
"<strong content=""900000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">900.000 TL</strong>",7 Aralık 2024,,,,,,,,,,,,,Evet,,,,,,,,,Ankara
"<strong content=""9500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">9.500.000 TL</strong>",5 Aralık 2024,155,165m²,3+1,2,10,1,26-30 arası,İkinci El,Merkezi Sistem (Isı Payı Ölçer),,,Kiracılı,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""3075000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.075.000 TL</strong>",5 Aralık 2024,55,65m²,3+1,2,3,Ara Kat,,Sıfır,Yerden Isıtma,30.000  TL  (aylık),100  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""2100000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.100.000 TL</strong>",5 Aralık 2024,145,,,,4,Giriş Katı,16-20 arası,,Kombi (Doğalgaz),12.000  TL  (aylık),50  TL  (aylık),Boş,Evet,,,,,,,,,Ankara
"<strong content=""2825000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.825.000 TL</strong>",5 Aralık 2024,100,120m²,3+1,1,4,3,16-20 arası,Sıfır,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""3250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.250.000 TL</strong>",5 Aralık 2024,100,115m²,3+1,1,3,2,26-30 arası,İkinci El,Kombi (Doğalgaz),,,Mülk Sahibi,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""4000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.000.000 TL</strong>",5 Aralık 2024,125,,,,4,Giriş Katı,16-20 arası,,Kombi (Doğalgaz),15.000  TL  (aylık),50  TL  (aylık),Kiracılı,Evet,,,,,,,,,Ankara
"<strong content=""1580000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.580.000 TL</strong>",5 Aralık 2024,,,,,,,,,,,,,Evet,Müstakil Parsel,,,Müstakil Parsel,Danışman,,132,,Ankara
"<strong content=""1500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.500.000 TL</strong>",5 Aralık 2024,115,125m²,2+1,1,3,2,21-25 arası,İkinci El,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""25905600"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">25.905.600 TL</strong>",6 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Ankara
"<strong content=""67396025"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">67.396.025 TL</strong>",6 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Ankara
"<strong content=""24945720"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">24.945.720 TL</strong>",6 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Ankara
"<strong content=""29460200"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">29.460.200 TL</strong>",6 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Ankara
"<strong content=""22143275"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">22.143.275 TL</strong>",6 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Ankara
"<strong content=""4850000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.850.000 TL</strong>",4 Aralık 2024,100,120m²,3+1,1,5,Kot 2,3,,Kombi (Doğalgaz),,250  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""690000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">690.000 TL</strong>",5 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,,,Ankara
"<strong content=""1880000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.880.000 TL</strong>",4 Aralık 2024,105,120m²,3+1,1,4,1,16-20 arası,,Kombi (Doğalgaz),,,Mülk Sahibi,Hayır,,,,,,,,,Ankara
"<strong content=""5560000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.560.000 TL</strong>",4 Aralık 2024,,,,,4,2,16-20 arası,,Kombi (Doğalgaz),30.000  TL  (aylık),170  TL  (aylık),Kiracılı,Evet,,,,,,,,,Ankara
"<strong content=""2290000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.290.000 TL</strong>",4 Aralık 2024,90,110m²,3+1,1,3,1,21-25 arası,İkinci El,Kombi (Doğalgaz),13.000  TL  (aylık),100  TL  (aylık),Kiracılı,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""5400000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.400.000 TL</strong>",4 Aralık 2024,132,145m²,3+1,2,7,1,16-20 arası,İkinci El,Kombi (Doğalgaz),,1.000  TL  (aylık),Kiracılı,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""5150000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.150.000 TL</strong>",4 Aralık 2024,120,125m²,3+1,1,3,1,26-30 arası,Sıfır,Kombi (Doğalgaz),30.000  TL  (aylık),100  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""3500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.500.000 TL</strong>",4 Aralık 2024,160,170m²,4+1,2,10-20 arası,Giriş Katı,,Sıfır,Kombi (Doğalgaz),20.000  TL  (aylık),650  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""4650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.650.000 TL</strong>",4 Aralık 2024,110,120m²,3+1,1,2,2,16-20 arası,İkinci El,Kombi (Doğalgaz),30.000  TL  (aylık),100  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""12000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.000.000 TL</strong>",5 Aralık 2024,,,,,3,2,,,Kombi (Doğalgaz),,,Kiracılı,Evet,,,,,,,,,Ankara
"<strong content=""8650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">8.650.000 TL</strong>",4 Aralık 2024,,,,,4,4,16-20 arası,,Kombi (Doğalgaz),50.000  TL  (aylık),170  TL  (aylık),Kiracılı,Evet,,,,,,,,,Ankara
"<strong content=""3395000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.395.000 TL</strong>",4 Aralık 2024,90,100m²,3+1,1,2,Giriş Katı,36-40 arası,İkinci El,Kombi (Doğalgaz),9.000  TL  (aylık),100  TL  (aylık),Kiracılı,Evet,,,,,,,,,Ankara
"<strong content=""16000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">16.000.000 TL</strong>",4 Aralık 2024,90,145m²,2+1,2,5,4,3,,Merkezi Sistem (Isı Payı Ölçer),,,Mülk Sahibi,Evet,,,,,,,,,Ankara
"<strong content=""33500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">33.500.000 TL</strong>",4 Aralık 2024,350,410m²,5+1,3,2,,5,İkinci El,Yerden Isıtma,,,Mülk Sahibi,Evet,,,,,,,,Dubleks,Ankara
"<strong content=""11900000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">11.900.000 TL</strong>",4 Aralık 2024,185,202m²,4+1,2,10-20 arası,8,6-10 arası,,Merkezi Sistem (Isı Payı Ölçer),60.000  TL  (aylık),2.500  TL  (aylık),,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""3550000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.550.000 TL</strong>",4 Aralık 2024,120,135m²,3+1,1,3,3,26-30 arası,İkinci El,Kombi (Doğalgaz),,150  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""2840000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.840.000 TRY</strong>",,100,,,,,,,,,,,,,,,,,,,,,Ankara
"<strong content=""12500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">12.500.000 TL</strong>",4 Aralık 2024,170,200m²,4+1,3,3,En Üst Kat,,Sıfır,Kombi (Doğalgaz),40.000  TL  (aylık),,Boş,Evet,,,,,,,,Çatı Dubleksi,Ankara
"<strong content=""2020000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.020.000 TRY</strong>",,95,,,,,,,,,,,,,,,,,,,,,Ankara
"<strong content=""6500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.500.000 TRY</strong>",,75,,,,,,,,,,,,,,,,,,,,,Ankara
"<strong content=""3900000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.900.000 TL</strong>",5 Aralık 2024,50,55m²,1+1,1,4,3,,Sıfır,Kombi (Doğalgaz),,,,Hayır,,,,,,,,,Ankara
"<strong content=""3500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.500.000 TRY</strong>",,110,,,,,,,,,,,,,,,,,,,,,Ankara
"<strong content=""5450000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.450.000 TL</strong>",4 Aralık 2024,115,129m²,1+1,1,3,En Üst Kat,26-30 arası,İkinci El,Kombi (Doğalgaz),30.000  TL  (aylık),100  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""5450000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.450.000 TL</strong>",4 Aralık 2024,,,,,3,3,26-30 arası,,Kombi (Doğalgaz),30.000  TL  (aylık),100  TL  (aylık),Boş,Evet,,,,,,,,,Ankara
"<strong content=""5300000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.300.000 TL</strong>",4 Aralık 2024,57,67m²,2+1,1,4,1,,Sıfır,Kombi (Doğalgaz),23.000  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""5995000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.995.000 TRY</strong>",,70,,,,,,,,,,,,,,,,,,,,,Ankara
"<strong content=""8000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">8.000.000 TL</strong>",4 Aralık 2024,85,98m²,2+1,1,3,En Üst Kat,,Sıfır,Kombi (Doğalgaz),45.000  TL  (aylık),300  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""6335000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.335.000 TRY</strong>",,180,,,,,,,,,,,,,,,,,,,,,Ankara
"<strong content=""4370000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.370.000 TL</strong>",3 Aralık 2024,110,130m²,3+1,1,6,4,26-30 arası,İkinci El,Merkezi Sistem,28.000  TL  (aylık),,Mülk Sahibi,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""2150000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.150.000 TRY</strong>",,110,,,,,,,,,,,,,,,,,,,,,Ankara
"<strong content=""10500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.500.000 TRY</strong>",,165,,,,,,,,,,,,,,,,,,,,,Ankara
"<strong content=""47500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">47.500.000 TRY</strong>",,598,,,,,,,,,,,,,,,,,,,,,Ankara
"<strong content=""3250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.250.000 TL</strong>",3 Aralık 2024,117,128m²,3+1,2,10-20 arası,14,4,İkinci El,Merkezi Sistem (Isı Payı Ölçer),18.000  TL  (aylık),1.000  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""4500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.500.000 TL</strong>",3 Aralık 2024,190,280m²,5+2,2,4,Kot 1,16-20 arası,İkinci El,Kombi (Doğalgaz),,400  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,Ters Dubleks,Ankara
"<strong content=""1775000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.775.000 TRY</strong>",,128,,,,,,,,,,,,,,,,,,,,,Ankara
"<strong content=""10950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">10.950.000 TL</strong>",3 Aralık 2024,280,311m²,6+1,3,4,4,16-20 arası,İkinci El,Kombi (Doğalgaz),50.000  TL  (aylık),200  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,Dubleks,Ankara
"<strong content=""1999000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.999.000 TRY</strong>",,100,,,,,,,,,,,,,,,,,,,,,Ankara
"<strong content=""3750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.750.000 TL</strong>",3 Aralık 2024,90,105m²,3+1,1,3,2,31-35 arası,,Kombi (Doğalgaz),,100  TL  (aylık),Boş,Evet,,,,,,,,,Ankara
"<strong content=""3750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.750.000 TL</strong>",3 Aralık 2024,135,140m²,4+1,2,2,Yüksek Giriş,31-35 arası,İkinci El,Kombi (Doğalgaz),,100  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""4500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.500.000 TL</strong>",3 Aralık 2024,110,120m²,3+1,1,2,1,26-30 arası,Sıfır,Kombi (Doğalgaz),,150  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""455000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">455.000 TL</strong>",4 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,38,118,,Ankara
"<strong content=""1400000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.400.000 TL</strong>",5 Aralık 2024,,,,,,,,,,,,,Evet,,,,,,,,,Ankara
"<strong content=""2700000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.700.000 TL</strong>",4 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,178,,Ankara
"<strong content=""4390000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.390.000 TL</strong>",3 Aralık 2024,110,120m²,3+1,1,3,Yüksek Giriş,26-30 arası,Sıfır,Kombi (Doğalgaz),,100  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""5560000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.560.000 TL</strong>",3 Aralık 2024,,,,,4,2,16-20 arası,,Kombi (Doğalgaz),,170  TL  (aylık),,Evet,,,,,,,,,Ankara
"<strong content=""1750000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.750.000 TL</strong>",3 Aralık 2024,79,90m²,2+1,1,10-20 arası,Kot 2,4,İkinci El,Merkezi Sistem (Isı Payı Ölçer),15.000  TL  (aylık),700  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""5950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.950.000 TL</strong>",3 Aralık 2024,115,135m²,2+1,2,4,Giriş Katı,4,İkinci El,Kombi (Doğalgaz),35.000  TL  (aylık),250  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""4950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.950.000 TL</strong>",3 Aralık 2024,125,135m²,3+1,1,4,2,31-35 arası,İkinci El,Kombi (Doğalgaz),35.000  TL  (aylık),250  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""8295000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">8.295.000 TL</strong>",4 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,1111,11111,,Ankara
"<strong content=""5560000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.560.000 TL</strong>",3 Aralık 2024,125,135m²,3+1,1,4,2,16-20 arası,İkinci El,Kombi (Doğalgaz),,170  TL  (aylık),Kiracılı,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""2999000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.999.000 TL</strong>",3 Aralık 2024,120,130m²,3+1,1,3,Giriş Katı,,Sıfır,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""4800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.800.000 TL</strong>",3 Aralık 2024,150,170m²,4+1,2,10-20 arası,3,,Sıfır,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""2200000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.200.000 TL</strong>",4 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,254,,Ankara
"<strong content=""5225000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.225.000 TL</strong>",4 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,254,,Ankara
"<strong content=""2430000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.430.000 TL</strong>",3 Aralık 2024,80,96m²,2+1,1,3,Giriş Katı,31-35 arası,İkinci El,Kombi (Doğalgaz),20.000  TL  (aylık),150  TL  (aylık),Mülk Sahibi,Hayır,,,,,,,,Tek Kat,Ankara
"<strong content=""13200000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">13.200.000 TL</strong>",3 Aralık 2024,300,380m²,6+1,4,9,9,6-10 arası,İkinci El,Kombi (Doğalgaz),,1.000  TL  (aylık),Mülk Sahibi,Evet,,,,,,3,43268,,Ankara
"<strong content=""5250000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.250.000 TL</strong>",3 Aralık 2024,300,320m²,6+1,2,2,2,21-25 arası,,Merkezi Sistem (Isı Payı Ölçer),20.000  TL  (aylık),1.500  TL  (aylık),Kiracılı,Evet,,,,,,,,Dubleks,Ankara
"<strong content=""980000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">980.000 TL</strong>",5 Aralık 2024,,,,,,,,,,,,,Evet,,,,,,,,,Ankara
"<strong content=""9000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">9.000.000 TL</strong>",4 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,6,10002,,Ankara
"<strong content=""6650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">6.650.000 TL</strong>",4 Aralık 2024,,,,,,,,,,,,,Evet,,,,,,1,1369,,Ankara
"<strong content=""21500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">21.500.000 TL</strong>",3 Aralık 2024,,,,,,,Between 11-15,,,,,,Yes,,,,,,180,1,,Ankara
"<strong content=""4500000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.500.000 TL</strong>",3 Aralık 2024,130,140m²,3+1,2,10-20 arası,4,11-15 arası,İkinci El,Merkezi Sistem (Isı Payı Ölçer),30.000  TL  (aylık),750  TL  (aylık),Kiracılı,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""4000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.000.000 TL</strong>",3 Aralık 2024,160,180m²,4+1,1,3,Yüksek Giriş,21-25 arası,İkinci El,Kombi (Doğalgaz),25.000  TL  (aylık),300  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""4000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.000.000 TL</strong>",3 Aralık 2024,,,,,3,Yüksek Giriş,21-25 arası,,Kombi (Doğalgaz),25.000  TL  (aylık),300  TL  (aylık),Kiracılı,Evet,,,,,,,,,Ankara
"<strong content=""2055000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.055.000 TL</strong>",3 Aralık 2024,100,110m²,3+1,1,3,Kot 1,26-30 arası,İkinci El,Kombi (Doğalgaz),,100  TL  (aylık),Kiracılı,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""3200000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.200.000 TL</strong>",3 Aralık 2024,65,76m²,1+1,1,10-20 arası,9,6-10 arası,İkinci El,Yerden Isıtma,,,Kiracılı,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""14000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">14.000.000 TL</strong>",4 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,,129,,Ankara
"<strong content=""600000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">600.000 TL</strong>",4 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,643,129,,Ankara
"<strong content=""4650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.650.000 TL</strong>",3 Aralık 2024,94,95m²,2+1,1,4,Kot 2,2,İkinci El,Merkezi Sistem (Isı Payı Ölçer),30.000  TL  (aylık),700  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""2100000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.100.000 TL</strong>",3 Aralık 2024,80,85m²,3+1,1,2,Giriş Katı,26-30 arası,,Kombi (Doğalgaz),,,Kiracılı,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""3050000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.050.000 TL</strong>",3 Aralık 2024,120,125m²,3+1,1,4,3,21-25 arası,İkinci El,Kombi (Doğalgaz),20.000  TL  (aylık),200  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""3650000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.650.000 TL</strong>",3 Aralık 2024,120,140m²,3+1,1,6,Yüksek Giriş,11-15 arası,İkinci El,Kombi (Doğalgaz),,,,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""2890000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.890.000 TL</strong>",3 Aralık 2024,120,140m²,3+1,1,3,1,21-25 arası,İkinci El,Kombi (Doğalgaz),22.000  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""2350000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.350.000 TL</strong>",3 Aralık 2024,120,130m²,3+1,1,3,En Üst Kat,31-35 arası,İkinci El,Kombi (Doğalgaz),25.000  TL  (aylık),200  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""4600000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.600.000 TL</strong>",3 Aralık 2024,94,95m²,2+1,1,4,Kot 2,2,İkinci El,Merkezi Sistem (Isı Payı Ölçer),30.000  TL  (aylık),700  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""3450000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.450.000 TL</strong>",3 Aralık 2024,160,180m²,4+1,2,3,3,11-15 arası,İkinci El,Kombi (Doğalgaz),25.000  TL  (aylık),100  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,Çatı Dubleksi,Ankara
"<strong content=""5300000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">5.300.000 TL</strong>",3 Aralık 2024,70,80m²,2+1,1,4,1,,Sıfır,Kombi (Doğalgaz),20.000  TL  (aylık),,Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""2950000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.950.000 TL</strong>",3 Aralık 2024,153,165m²,4+1,2,7,4,,New Building,Combi Boiler (Natural Gas),20.000  TL  (aylık),,Vacant,Yes,,,,,,,,Tek Kat,Ankara
"<strong content=""4000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.000.000 TL</strong>",3 Aralık 2024,120,130m²,3+1,1,3,2,26-30 arası,İkinci El,Kombi (Doğalgaz),20.000  TL  (aylık),300  TL  (aylık),Kiracılı,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""4690000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.690.000 TL</strong>",3 Aralık 2024,115,130m²,3+1,1,3,1,26-30 arası,İkinci El,Kombi (Doğalgaz),27.000  TL  (aylık),100  TL  (aylık),Mülk Sahibi,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""2900000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.900.000 TL</strong>",3 Aralık 2024,130,140m²,3+1,2,5,1,,Sıfır,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""3100000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.100.000 TL</strong>",3 Aralık 2024,130,140m²,3+1,2,5,5,,Sıfır,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""1350000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.350.000 TL</strong>",3 Aralık 2024,64,,,,,Giriş Katı,36-40 arası,,Merkezi Sistem,15.000  TL  (aylık),250  TL  (aylık),Boş,Evet,,,,,,,,,Ankara
"<strong content=""3100000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.100.000 TL</strong>",3 Aralık 2024,130,140m²,3+1,2,5,5,,Sıfır,Kombi (Doğalgaz),,,Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""1800000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.800.000 TL</strong>",3 Aralık 2024,55,60m²,1+1,1,6,Kot 1,16-20 arası,İkinci El,Kombi (Doğalgaz),16.000  TL  (aylık),500  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""2200000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.200.000 TL</strong>",3 Aralık 2024,120,125m²,3+1,1,3,Kot 2,26-30 arası,İkinci El,Kombi (Doğalgaz),15.000  TL  (aylık),200  TL  (aylık),Kiracılı,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""340000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">340.000 TL</strong>",3 Aralık 2024,,,,,,,,,,,,,Hayır,,,,,,73,107,,Ankara
"<strong content=""1890000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">1.890.000 TL</strong>",2 Aralık 2024,100,115m²,3+1,1,3,2,26-30 arası,İkinci El,Kombi (Doğalgaz),,,Kiracılı,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""4000000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">4.000.000 TL</strong>",2 Aralık 2024,120,125m²,3+1,1,4,1,16-20 arası,İkinci El,Kombi (Doğalgaz),25.000  TL  (aylık),200  TL  (aylık),Boş,Evet,,,,,,,,Tek Kat,Ankara
"<strong content=""2475000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">2.475.000 TL</strong>",2 Aralık 2024,100,120m²,3+1,1,3,En Üst Kat,26-30 arası,İkinci El,Kombi (Doğalgaz),15.000  TL  (aylık),100  TL  (aylık),Boş,Evet,,,,,,,,Dubleks,Ankara
"<strong content=""3150000"" data-zingalite=""
                            listing-detail-price"" itemprop=""price"">3.150.000 TL</strong>",2 Aralık 2024,80,85m²,2+1,1,3,2,31-35 arası,,Kombi (Doğalgaz),20.000  TL  (aylık),150  TL  (aylık),Kiracılı,Evet,,,,,,,,Tek Kat,Ankara
